response,id,name,gender,race,height,weight,eye-color,hair-color,full_name,alter_egos,aliases,place_of_birth,first_appearance,publisher,alignment,group-affiliation,relatives,intelligence,strength,speed,durability,power,combat,occupation,base
success,232,Dormammu,Male,null,185 cm,0 kg,Yellow,No Hair,Dormammu,No alter egos found.,Lord of Chaos,Faltine Dimension,Strange Tales #126 (1964),Marvel Comics,bad,"Lords of the Splinter Realms, Lords of the Netherworlds; allied with Umar, Loki, Doctor Doom, Underchild, others","Sinifer (parent/genitor), Umar (sister), Clea (niece), Doctor Strange (nephew-in-law), Satannish (alleged offspring)",88,95,83,100,100,80,"Despot, conqueror",-
success,232,Dormammu,Male,null,185 cm,0 kg,Yellow,No Hair,Dormammu,No alter egos found.,Lord of Darkness,Faltine Dimension,Strange Tales #126 (1964),Marvel Comics,bad,"Lords of the Splinter Realms, Lords of the Netherworlds; allied with Umar, Loki, Doctor Doom, Underchild, others","Sinifer (parent/genitor), Umar (sister), Clea (niece), Doctor Strange (nephew-in-law), Satannish (alleged offspring)",88,95,83,100,100,80,"Despot, conqueror",-
success,232,Dormammu,Male,null,185 cm,0 kg,Yellow,No Hair,Dormammu,No alter egos found.,the Great Enigma,Faltine Dimension,Strange Tales #126 (1964),Marvel Comics,bad,"Lords of the Splinter Realms, Lords of the Netherworlds; allied with Umar, Loki, Doctor Doom, Underchild, others","Sinifer (parent/genitor), Umar (sister), Clea (niece), Doctor Strange (nephew-in-law), Satannish (alleged offspring)",88,95,83,100,100,80,"Despot, conqueror",-
success,232,Dormammu,Male,null,185 cm,0 kg,Yellow,No Hair,Dormammu,No alter egos found.,Flyx,Faltine Dimension,Strange Tales #126 (1964),Marvel Comics,bad,"Lords of the Splinter Realms, Lords of the Netherworlds; allied with Umar, Loki, Doctor Doom, Underchild, others","Sinifer (parent/genitor), Umar (sister), Clea (niece), Doctor Strange (nephew-in-law), Satannish (alleged offspring)",88,95,83,100,100,80,"Despot, conqueror",-
success,233,Dr Manhattan,Male,Human / Cosmic,-,- lb,White,No Hair,Jonathan Osterman,No alter egos found.,Jon Osterman,-,"Watchmen #1 (September, 1986)",DC Comics,good,"Watchmen, Crimebusters",-,88,100,42,100,100,42,Scientist,New York City; formerly Mars
success,233,Dr Manhattan,Male,Human / Cosmic,-,- lb,White,No Hair,Jonathan Osterman,No alter egos found.,Doctor Manhattan,-,"Watchmen #1 (September, 1986)",DC Comics,good,"Watchmen, Crimebusters",-,88,100,42,100,100,42,Scientist,New York City; formerly Mars
success,233,Dr Manhattan,Male,Human / Cosmic,0 cm,0 kg,White,No Hair,Jonathan Osterman,No alter egos found.,Jon Osterman,-,"Watchmen #1 (September, 1986)",DC Comics,good,"Watchmen, Crimebusters",-,88,100,42,100,100,42,Scientist,New York City; formerly Mars
success,233,Dr Manhattan,Male,Human / Cosmic,0 cm,0 kg,White,No Hair,Jonathan Osterman,No alter egos found.,Doctor Manhattan,-,"Watchmen #1 (September, 1986)",DC Comics,good,"Watchmen, Crimebusters",-,88,100,42,100,100,42,Scientist,New York City; formerly Mars
success,234,Drax the Destroyer,Male,Human / Altered,6'4,680 lb,Red,No Hair,Arthur Sampson Douglas,No alter egos found.,-,"Burbank, California","Iron Man #55 (February, 1973)",Marvel Comics,good,"Guardians of the Galaxy; formerly Infinity Watch, Secret Defenders, United Front, Selects of the Phalanx","Yvette Steckley Douglas (wife, deceased), Heather Douglas (aka Moondragon, daughter), Pamela Douglas (aka Sundragon, niece), Cammille Benally (foster daughter), Venom (former symbiote)",56,80,25,85,46,65,-,C.I.T.T.; formerly Monster Isle and Titan
success,234,Drax the Destroyer,Male,Human / Altered,193 cm,306 kg,Red,No Hair,Arthur Sampson Douglas,No alter egos found.,-,"Burbank, California","Iron Man #55 (February, 1973)",Marvel Comics,good,"Guardians of the Galaxy; formerly Infinity Watch, Secret Defenders, United Front, Selects of the Phalanx","Yvette Steckley Douglas (wife, deceased), Heather Douglas (aka Moondragon, daughter), Pamela Douglas (aka Sundragon, niece), Cammille Benally (foster daughter), Venom (former symbiote)",56,80,25,85,46,65,-,C.I.T.T.; formerly Monster Isle and Titan
success,235,Ego,-,null,-,- lb,-,-,Ego,No alter egos found.,The Living Planet,The Black Galaxy,THOR #132,Marvel Comics,bad,-,Inapplicable,88,80,83,99,71,28,Inapplicable,Mobile
success,235,Ego,-,null,0 cm,0 kg,-,-,Ego,No alter egos found.,The Living Planet,The Black Galaxy,THOR #132,Marvel Comics,bad,-,Inapplicable,88,80,83,99,71,28,Inapplicable,Mobile
success,236,Elastigirl,Female,Human,5'6,125 lb,Brown,Brown,Helen Parr,No alter egos found.,Mrs Incredible,-,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,"Incredible Family (co-leader), National Supers Agency (ties), Edna Mode (receives costumes and gadgets from her), Frozone (long-time friend), Mirage (ally), Snug Porter (receives aircraft from him)","Robert Parr(Mr Incredible, husband), Violet Parr(Violet, daughter), Dashiell Parr (Dash, son), Jack-jack (son)",63,32,33,95,52,70,-,-
success,236,Elastigirl,Female,Human,168 cm,56 kg,Brown,Brown,Helen Parr,No alter egos found.,Mrs Incredible,-,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,"Incredible Family (co-leader), National Supers Agency (ties), Edna Mode (receives costumes and gadgets from her), Frozone (long-time friend), Mirage (ally), Snug Porter (receives aircraft from him)","Robert Parr(Mr Incredible, husband), Violet Parr(Violet, daughter), Dashiell Parr (Dash, son), Jack-jack (son)",63,32,33,95,52,70,-,-
success,237,Electro,Male,Human,5'11,165 lb,Blue,Auburn,Maxwell Dillon,No alter egos found.,-,-,Amazing Spider-Man #9 (1964),Marvel Comics,bad,"Sinister Six formerly Emissaries of Evil, Frightful Four and Sinister Twelve","Norma Lynn Dillon (ex-wife), Jonathan Dillon (father, deceased), Anita Dillon (mother, deceased)",69,10,50,56,67,64,Professional criminal,-
success,237,Electro,Male,Human,180 cm,74 kg,Blue,Auburn,Maxwell Dillon,No alter egos found.,-,-,Amazing Spider-Man #9 (1964),Marvel Comics,bad,"Sinister Six formerly Emissaries of Evil, Frightful Four and Sinister Twelve","Norma Lynn Dillon (ex-wife), Jonathan Dillon (father, deceased), Anita Dillon (mother, deceased)",69,10,50,56,67,64,Professional criminal,-
success,238,Elektra,Female,Human,5'9,130 lb,Blue,Black,Elektra Natchios,No alter egos found.,Erynys (evil self),-,Daredevil #168,Marvel Comics,good,"S.H.I.E.L.D.; formerly Thunderbolts, Hand, Chaste, Heroes For Hire, Code Red, partner of Daredevil and Deadpool","Hugo Kostas Natchios (father, deceased), Christina Natchios (mother, deceased), Orestez Natchios (older brother), Demetrios Natchios (Uncle), Alexia Natchios (Aunt)",63,11,30,28,59,100,"Assassin, adventurer, mercenary, former student, dancer",-
success,238,Elektra,Female,Human,175 cm,59 kg,Blue,Black,Elektra Natchios,No alter egos found.,Erynys (evil self),-,Daredevil #168,Marvel Comics,good,"S.H.I.E.L.D.; formerly Thunderbolts, Hand, Chaste, Heroes For Hire, Code Red, partner of Daredevil and Deadpool","Hugo Kostas Natchios (father, deceased), Christina Natchios (mother, deceased), Orestez Natchios (older brother), Demetrios Natchios (Uncle), Alexia Natchios (Aunt)",63,11,30,28,59,100,"Assassin, adventurer, mercenary, former student, dancer",-
success,239,Elle Bishop,Female,null,-,- lb,Blue,Blond,,No alter egos found.,Cindy,-,Heroes S02E05 - Fight or Flight,NBC - Heroes,bad,-,Bob Bishop (Father),50,8,12,42,63,42,Agent of the Company,-
success,239,Elle Bishop,Female,null,0 cm,0 kg,Blue,Blond,,No alter egos found.,Cindy,-,Heroes S02E05 - Fight or Flight,NBC - Heroes,bad,-,Bob Bishop (Father),50,8,12,42,63,42,Agent of the Company,-
success,240,Elongated Man,Male,null,6'1,178 lb,Blue,Red,Ralph Dibny,No alter egos found.,Alvin Burgson; Molder,-,Flash #112 (1960),DC Comics,good,"Justice League of America, Justice League Europe, Super Buddies, Outsiders, Croatoans, Black Lantern Corps","Sue Dibny (wife, deceased); Ken Dibny (brother); Jake Dibny (uncle); Jim (uncle-in-law)",75,10,33,90,44,40,Detective,"Opal City, Central City"
success,240,Elongated Man,Male,null,185 cm,80 kg,Blue,Red,Ralph Dibny,No alter egos found.,Alvin Burgson; Molder,-,Flash #112 (1960),DC Comics,good,"Justice League of America, Justice League Europe, Super Buddies, Outsiders, Croatoans, Black Lantern Corps","Sue Dibny (wife, deceased); Ken Dibny (brother); Jake Dibny (uncle); Jim (uncle-in-law)",75,10,33,90,44,40,Detective,"Opal City, Central City"
success,241,Emma Frost,Female,null,5'10',144 lb,Blue,Blond,Emma Frost,No alter egos found.,Storm,"Boston, Massachusetts",UNCANNY X-MEN #132,Marvel Comics,good,"Active member of the X-Men, Instructor for Generation X, The Inner Circle of the Hellfire Club","Winston Frost (father), Hazel Frost (mother), Christian Frost (brother) Adrienne Frost (sister, deceased,) Cordelia Frost (sister)",75,63,35,90,100,42,-,"(current) Emma Frost operates from the Massachusetts Academy, Snow Valley, Massachusetts, (former) Hellfire Club mansion in New York City, a home in the Berkshire Mountains in Massachusetts (near the Massachusetts Academy), and places of residence in vari"
success,241,Emma Frost,Female,null,5'10',144 lb,Blue,Blond,Emma Frost,No alter egos found.,White Queen,"Boston, Massachusetts",UNCANNY X-MEN #132,Marvel Comics,good,"Active member of the X-Men, Instructor for Generation X, The Inner Circle of the Hellfire Club","Winston Frost (father), Hazel Frost (mother), Christian Frost (brother) Adrienne Frost (sister, deceased,) Cordelia Frost (sister)",75,63,35,90,100,42,-,"(current) Emma Frost operates from the Massachusetts Academy, Snow Valley, Massachusetts, (former) Hellfire Club mansion in New York City, a home in the Berkshire Mountains in Massachusetts (near the Massachusetts Academy), and places of residence in vari"
success,241,Emma Frost,Female,null,178 cm,65 kg,Blue,Blond,Emma Frost,No alter egos found.,Storm,"Boston, Massachusetts",UNCANNY X-MEN #132,Marvel Comics,good,"Active member of the X-Men, Instructor for Generation X, The Inner Circle of the Hellfire Club","Winston Frost (father), Hazel Frost (mother), Christian Frost (brother) Adrienne Frost (sister, deceased,) Cordelia Frost (sister)",75,63,35,90,100,42,-,"(current) Emma Frost operates from the Massachusetts Academy, Snow Valley, Massachusetts, (former) Hellfire Club mansion in New York City, a home in the Berkshire Mountains in Massachusetts (near the Massachusetts Academy), and places of residence in vari"
success,241,Emma Frost,Female,null,178 cm,65 kg,Blue,Blond,Emma Frost,No alter egos found.,White Queen,"Boston, Massachusetts",UNCANNY X-MEN #132,Marvel Comics,good,"Active member of the X-Men, Instructor for Generation X, The Inner Circle of the Hellfire Club","Winston Frost (father), Hazel Frost (mother), Christian Frost (brother) Adrienne Frost (sister, deceased,) Cordelia Frost (sister)",75,63,35,90,100,42,-,"(current) Emma Frost operates from the Massachusetts Academy, Snow Valley, Massachusetts, (former) Hellfire Club mansion in New York City, a home in the Berkshire Mountains in Massachusetts (near the Massachusetts Academy), and places of residence in vari"
success,242,Enchantress,Female,Human,5'6,126 lb,Blue,Blond,June Moone,No alter egos found.,Anita Soulfeeda,-,Strange Adventures #187,DC Comics,good,"Forgotten Villains, Sentinels of Magic, Shadowpact, Suicide Squad",-,63,14,25,60,100,40,Artist; Magician,-
success,242,Enchantress,Female,Human,5'6,126 lb,Blue,Blond,June Moone,No alter egos found.,Soulsinger,-,Strange Adventures #187,DC Comics,good,"Forgotten Villains, Sentinels of Magic, Shadowpact, Suicide Squad",-,63,14,25,60,100,40,Artist; Magician,-
success,242,Enchantress,Female,Human,168 cm,57 kg,Blue,Blond,June Moone,No alter egos found.,Anita Soulfeeda,-,Strange Adventures #187,DC Comics,good,"Forgotten Villains, Sentinels of Magic, Shadowpact, Suicide Squad",-,63,14,25,60,100,40,Artist; Magician,-
success,242,Enchantress,Female,Human,168 cm,57 kg,Blue,Blond,June Moone,No alter egos found.,Soulsinger,-,Strange Adventures #187,DC Comics,good,"Forgotten Villains, Sentinels of Magic, Shadowpact, Suicide Squad",-,63,14,25,60,100,40,Artist; Magician,-
success,243,Energy,Female,null,-,- lb,-,-,,No alter egos found.,-,-,-,HarperCollins,good,-,-,null,null,null,null,null,null,-,-
success,243,Energy,Female,null,0 cm,0 kg,-,-,,No alter egos found.,-,-,-,HarperCollins,good,-,-,null,null,null,null,null,null,-,-
success,244,ERG-1,Male,null,-,- lb,-,-,,No alter egos found.,-,-,-,DC Comics,good,-,-,null,null,null,null,null,null,-,-
success,244,ERG-1,Male,null,0 cm,0 kg,-,-,,No alter egos found.,-,-,-,DC Comics,good,-,-,null,null,null,null,null,null,-,-
success,245,Ethan Hunt,Male,Human,5'6,- lb,Brown,Brown,Ethan Hunt,No alter egos found.,-,"Madison, Wisconsin, United States of America",-,null,good,Formerly: United States Army,"Nathan Hunt (Father), Margaret Hunt (Mother), Donald Hunt (Uncle)",75,11,29,30,26,95,"IMF Agent, Training Officer (former), Field Agent, Field Team Leader",-
success,245,Ethan Hunt,Male,Human,168 cm,0 kg,Brown,Brown,Ethan Hunt,No alter egos found.,-,"Madison, Wisconsin, United States of America",-,null,good,Formerly: United States Army,"Nathan Hunt (Father), Margaret Hunt (Mother), Donald Hunt (Uncle)",75,11,29,30,26,95,"IMF Agent, Training Officer (former), Field Agent, Field Team Leader",-
success,246,Etrigan,Male,Demon,6'4,452 lb,Red,No Hair,Jason Blood,No alter egos found.,Demon,Hell,"Demon #1 (September, 1972)",DC Comics,neutral,"Formerly Justice League of America, Spirit Squad","Belial (father), Raan va Daath (mother), Merlin (half Brother)",50,85,17,100,100,50,-,Hell
success,246,Etrigan,Male,Demon,193 cm,203 kg,Red,No Hair,Jason Blood,No alter egos found.,Demon,Hell,"Demon #1 (September, 1972)",DC Comics,neutral,"Formerly Justice League of America, Spirit Squad","Belial (father), Raan va Daath (mother), Merlin (half Brother)",50,85,17,100,100,50,-,Hell
success,247,Evil Deadpool,Male,Mutant,6'2,210 lb,White,Red,Wade Wilson,"Deadpool, Venompool",Dreadpool,-,"Deadpool Vol 2 #44 (December, 2011)",Deadpool,bad,Evil Deadpool Corps,-,69,32,50,100,100,100,"Mercenary, Assasin",-
success,247,Evil Deadpool,Male,Mutant,188 cm,95 kg,White,Red,Wade Wilson,"Deadpool, Venompool",Dreadpool,-,"Deadpool Vol 2 #44 (December, 2011)",Deadpool,bad,Evil Deadpool Corps,-,69,32,50,100,100,100,"Mercenary, Assasin",-
success,248,Evilhawk,Male,Alien,6'3,235 lb,Red,Black,Dargin Bokk,No alter egos found.,-,-,"Darkhawk #20 (October, 1992)",Marvel Comics,bad,-,-,50,32,33,70,85,64,Crimelord,(Formerly) planet Luq
success,248,Evilhawk,Male,Alien,191 cm,106 kg,Red,Black,Dargin Bokk,No alter egos found.,-,-,"Darkhawk #20 (October, 1992)",Marvel Comics,bad,-,-,50,32,33,70,85,64,Crimelord,(Formerly) planet Luq
success,249,Exodus,Male,Mutant,6'0,195 lb,Blue,Black,Bennet du Paris,No alter egos found.,Paris Bennet,-,"X-Factor #92 (July, 1993)",Marvel Comics,bad,"Acolytes, formerly Brotherhood and Marauders",-,63,81,28,28,100,70,"Terrorist, would-be conqueror, Former leader of the Acolytes, Crusader","Currently mobile, Formerly Avalon"
success,249,Exodus,Male,Mutant,183 cm,88 kg,Blue,Black,Bennet du Paris,No alter egos found.,Paris Bennet,-,"X-Factor #92 (July, 1993)",Marvel Comics,bad,"Acolytes, formerly Brotherhood and Marauders",-,63,81,28,28,100,70,"Terrorist, would-be conqueror, Former leader of the Acolytes, Crusader","Currently mobile, Formerly Avalon"
success,250,Fabian Cortez,-,null,6'5,214 lb,Blue,Brown,Fabian Cortez,No alter egos found.,-,Place of birth unknown,X-Men (Vol. 2) #1,Marvel Comics,bad,Acolytes at time of death; Formerly Upstarts,"Annemarie Cortez (sister, deceased)",null,null,null,null,null,null,Unknown,Genosha at time of death; Formerly Asteroid M
success,250,Fabian Cortez,-,null,196 cm,96 kg,Blue,Brown,Fabian Cortez,No alter egos found.,-,Place of birth unknown,X-Men (Vol. 2) #1,Marvel Comics,bad,Acolytes at time of death; Formerly Upstarts,"Annemarie Cortez (sister, deceased)",null,null,null,null,null,null,Unknown,Genosha at time of death; Formerly Asteroid M
success,251,Falcon,Male,Human,6'2,240 lb,Brown,Black,Sam Wilson,No alter egos found.,Sam Wilson,"New York, New York","Captain America #117 (September, 1969)",Marvel Comics,good,"Mighty Avengers, Avengers, S.H.I.E.L.D.; partner of Redwing; formerly Heroes For Hire, partner of Captain America, Secret Avengers, S.H.I.E.L.D. Super-Agents (leader), Defenders, ally of Secret Warriors , Defenders for a Day","Paul Wilson (father, deceased); Darlene Wilson (mother, deceased); Sarah Wilson (sister), Gideon Wilson (brother); Jim Wilson (nephew, deceased); Jody Casper (nephew)",38,13,50,28,22,64,"Crimefighter, (former) freelance artist","New York, New York; formerly Avengers Mansion, New York City, New York; S.H.I.E.L.D. Helicarrier."
success,251,Falcon,Male,Human,6'2,240 lb,Brown,Black,Sam Wilson,No alter egos found.,(formerly) Captain America,"New York, New York","Captain America #117 (September, 1969)",Marvel Comics,good,"Mighty Avengers, Avengers, S.H.I.E.L.D.; partner of Redwing; formerly Heroes For Hire, partner of Captain America, Secret Avengers, S.H.I.E.L.D. Super-Agents (leader), Defenders, ally of Secret Warriors , Defenders for a Day","Paul Wilson (father, deceased); Darlene Wilson (mother, deceased); Sarah Wilson (sister), Gideon Wilson (brother); Jim Wilson (nephew, deceased); Jody Casper (nephew)",38,13,50,28,22,64,"Crimefighter, (former) freelance artist","New York, New York; formerly Avengers Mansion, New York City, New York; S.H.I.E.L.D. Helicarrier."
success,251,Falcon,Male,Human,6'2,240 lb,Brown,Black,Sam Wilson,No alter egos found.,Blackbird,"New York, New York","Captain America #117 (September, 1969)",Marvel Comics,good,"Mighty Avengers, Avengers, S.H.I.E.L.D.; partner of Redwing; formerly Heroes For Hire, partner of Captain America, Secret Avengers, S.H.I.E.L.D. Super-Agents (leader), Defenders, ally of Secret Warriors , Defenders for a Day","Paul Wilson (father, deceased); Darlene Wilson (mother, deceased); Sarah Wilson (sister), Gideon Wilson (brother); Jim Wilson (nephew, deceased); Jody Casper (nephew)",38,13,50,28,22,64,"Crimefighter, (former) freelance artist","New York, New York; formerly Avengers Mansion, New York City, New York; S.H.I.E.L.D. Helicarrier."
